mm&sup2;, (100 * 10) ** 2
cm&sup2;, 100 ** 2
m&sup2;, 1
a, 1.0 / (10 ** 2)
ha, 1.0 / (10 ** 4)
km&sup2;, 1.0 / (10 ** 6)
in&sup2;, 1550.0031000062
ft&sup2;, 10.76391041671
yd&sup2;, 1.1959900463011
ch&sup2;, 0.0024710538146717
ac, 0.00024710538146717
ro, 0.00098842152586866
mi&sup2;, 3.8610215854245E-7
坪, 0.3025
畝, 0.010083333333333
反, 0.0010083333333333
町, 0.00010083333333333
